ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,rank,zscore
BP,GO:0061462,protein localization to lysosome,14/3993,35/19395,0.006826829846173226,0.038797457722443564,0.028383904173582677,432486/68585/11774/15481/11776/20660/70297/19349/16784/12520/218441/54377/107045/27057,14,1074,3.2929277996907103
BP,GO:0098751,bone cell development,14/3993,35/19395,0.006826829846173226,0.038797457722443564,0.028383904173582677,235627/21349/19247/328572/11308/233328/18472/14247/18718/17268/97086/54411/18129/16590,14,1074,-0.9233805168766388
BP,GO:1905209,positive regulation of cardiocyte differentiation,14/3993,35/19395,0.006826829846173226,0.038797457722443564,0.028383904173582677,20348/56717/17260/110196/16000/93759/53817/328572/23988/13614/14534/216869/11739/76854,14,1074,0
BP,GO:0008360,regulation of cell shape,43/3993,146/19395,0.006837005418870421,0.03881920904029028,0.028399817260616033,11674/27418/20430/56699/106952/77579/50768/22339/16988/19684/16952/57342/22379/102098/57912/14268/12721/13822/16404/13728/19229/230709/14726/67938/68010/11854/58194/54712/677884/11750/67268/69581/12928/15894/17909/56221/382236/69710/192662/16590/11852/72729/19303,43,1077,2.606335062140006
BP,GO:0031929,TOR signaling,34/3993,110/19395,0.006872716963179456,0.03898577386812836,0.028521674732460395,15183/11865/20869/16846/66508/110379/14466/140742/56717/71538/66629/72508/93759/216805/68441/329679/230709/66443/19744/67605/73158/226591/227743/108079/235344/17168/107045/109270/74370/11920/54170/74374/67046/271981,34,1078,3.725401014221557
BP,GO:0050678,regulation of epithelial cell proliferation,91/3993,348/19395,0.006895195121903815,0.03907703259540485,0.02858843887429025,20315/23796/353156/18103/13982/353310/13601/12361/12579/13649/12389/20304/20869/16846/217166/11816/101540/18591/18028/22339/56213/11727/12766/56717/75605/17260/13805/19090/15213/15461/14066/19015/94275/15901/69601/20692/68585/22601/15117/14164/21416/16000/240725/93759/28106/23967/71093/18803/26903/14775/22337/11596/56426/79264/68750/20666/67996/14182/18750/12015/12444/16002/22436/12633/22346/17381/22413/30878/18148/20583/20901/70465/14451/257632/67661/56221/11946/20848/24071/20846/16601/68888/12034/74370/18129/16476/14645/12160/11651/11789/64010,91,1079,1.3118720987052603
BP,GO:0052547,regulation of peptidase activity,103/3993,400/19395,0.006908230043245571,0.039114654365228395,0.028615962654769664,21858/16913/22035/14433/20717/69635/20716/13479/12955/16912/13601/110595/26926/110651/11540/12389/65973/22370/215114/83383/50768/14751/22339/69538/20680/11606/11905/26420/12258/56428/13033/21353/11826/14066/13636/12406/20720/19167/16000/15510/432763/230598/93759/217011/12018/107607/12125/383619/64209/56462/328572/14775/223870/20660/20568/11596/20723/19703/26416/12015/11652/21788/19188/22436/66494/12633/26408/68510/19192/19141/53614/223752/216869/11798/74116/67338/52377/57320/21857/637515/19052/77006/17035/15234/19186/13063/269523/20715/241324/23950/20848/20846/74754/12371/65106/76854/12047/18518/11651/56330/14102/109689/26885,103,1080,3.5456210417116734
BP,GO:0006997,nucleus organization,35/3993,114/19395,0.006917188336680496,0.03912914586383093,0.028626564517154788,71782/18023/103554/23871/230908/20817/69482/226747/72135/66870/68585/30934/106298/68968/217379/13400/15463/16905/14791/22668/230709/208263/54194/213990/83431/72344/70699/223697/18472/224640/269113/76854/234852/64934/67181,35,1081,0.300964632714423
BP,GO:0071108,protein K48-linked deubiquitination,11/3993,25/19395,0.006948120371921651,0.03919534693201189,0.028674996679614508,17847/78825/73162/84092/22225/71472/110616/170822/57320/70772/229603,11,1083,2.3333333333333335
BP,GO:1901658,glycosyl compound catabolic process,11/3993,25/19395,0.006948120371921651,0.03919534693201189,0.028674996679614508,232449/14466/230101/71665/110006/18950/105446/17939/103149/66194/269378,11,1083,0
BP,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,11/3993,25/19395,0.006948120371921651,0.03919534693201189,0.028674996679614508,15507/71514/20656/68943/93759/14775/11545/18024/18453/57320/20655,11,1083,-1.1669199319831565
BP,GO:0042752,regulation of circadian rhythm,37/3993,122/19395,0.006963222083031276,0.039244334596991934,0.02871083565644717,18628/11539/15183/353187/71514/21853/11540/12753/11865/217166/230753/19045/20591/230908/26420/19218/56717/75605/19885/19090/19017/94275/103583/27373/26419/66704/14056/19883/108079/11991/252870/116870/13194/219158/18626/12912/22284,37,1085,0.7514691493021795
BP,GO:0030072,peptide hormone secretion,72/3993,267/19395,0.00710063146074059,0.03997300189754107,0.029243922720583477,245049/12361/13649/12753/18126/20304/14661/18111/11865/16846/94353/217166/93692/384783/70456/58994/13447/16500/19218/26921/16952/18641/223775/233079/54615/11826/266690/54393/19205/20909/102607/15216/67767/110157/19015/56708/19247/381853/18640/21416/19326/16973/13371/20787/93759/192185/216856/56205/18555/28146/58869/27060/13614/12015/19353/13350/19056/70093/30878/22228/57320/109552/545192/26875/97086/74370/53357/67267/14645/76854/59090/109689,72,1086.5,1.0091955957976466
BP,GO:0070302,regulation of stress-activated protein kinase signaling cascade,63/3993,229/19395,0.007105585128802477,0.03997300189754107,0.029243922720583477,15183/13649/15258/16846/246179/15502/22339/70834/107746/26420/26921/65020/22041/19766/18477/15461/19261/215653/69601/26401/16543/57912/107607/26412/20185/16179/26413/19229/230709/26754/93840/17295/11596/56426/12421/23882/59041/13614/224938/13543/117149/56458/18472/26396/22436/26408/14130/66505/24136/15234/257632/17966/215257/56310/22034/270190/65106/99470/18626/18518/11651/17873/14102,63,1086.5,2.853618957233343
BP,GO:0030968,endoplasmic reticulum unfolded protein response,22/3993,64/19395,0.007161402289261004,0.0402130165278522,0.029419515469875084,56491/226641/67878/67118/18708/12018/64209/328572/26754/28146/50527/116891/14828/18024/17872/77128/12913/26427/12317/27368/100037258/12915,22,1088.5,3.8
BP,GO:0045843,negative regulation of striated muscle tissue development,22/3993,64/19395,0.007161402289261004,0.0402130165278522,0.029419515469875084,13388/14381/15183/68050/14605/21813/56233/16468/19766/19736/15184/20679/66978/71472/15182/74116/28185/17268/270190/67655/11789/64010,22,1088.5,-0.24019223070763068
BP,GO:0048662,negative regulation of smooth muscle cell proliferation,19/3993,53/19395,0.007280828592162797,0.04084611636795918,0.029882686158080044,12575/16009/13982/12389/19737/12846/29811/11727/16202/20656/17260/19017/19015/18708/22668/234593/30878/76854/11629,19,1090,0.24413653763134782
BP,GO:0002315,marginal zone B cell differentiation,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,13388/19229/75974/210293/18129/17305,6,1095,-1.1666666666666667
BP,GO:0010958,regulation of amino acid import across plasma membrane,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,11606/19736/246049/19164/18000/65106,6,1095,1.2
BP,GO:0033572,transferrin transport,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,22042/19326/231876/228359/13430/67300,6,1095,2.9673014758835152
BP,GO:0034975,protein folding in endoplasmic reticulum,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,68032/66736/66087/50527/230866/100037258,6,1095,1.9414506867883021
BP,GO:0035947,regulation of gluconeogenesis by regulation of transcription from RNA polymerase II promoter,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,217166/21416/14534/56458/68837/17425,6,1095,-0.8574929257125441
BP,GO:0061620,glycolytic process through glucose-6-phosphate,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,14635/14751/18641/56421/68837/17425,6,1095,2.4009801919951235
BP,GO:0070862,negative regulation of protein exit from endoplasmic reticulum,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,22213/56228/75744/231070/66753/116891,6,1095,2.710687382741972
BP,GO:1900038,negative regulation of cellular response to hypoxia,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,110213/108155/68943/12282/17846/22346,6,1095,1.9727878476642875
BP,GO:1902415,regulation of mRNA binding,6/3993,10/19395,0.007383644232313152,0.04108369834449038,0.03005649919767339,107951/208643/15388/56347/16341/192170,6,1095,0.2721655269759087
BP,GO:0060326,cell chemotaxis,78/3993,293/19395,0.007395182716181077,0.04111049300858845,0.030076101955760364,20315/16803/17329/15507/16149/16948/68050/20947/140579/18606/22329/171095/20304/18595/17965/101540/18591/22339/13143/445007/12767/66102/12766/23789/232341/16952/107338/233079/55985/15945/14747/269608/17101/13805/57342/23832/18578/14164/118453/20305/12721/57349/15289/12261/19229/26903/101502/17295/26416/13614/14182/18750/19353/20308/117149/17319/12772/102103/22324/17250/19141/216869/20583/12913/76763/17524/12928/105722/15234/257632/12778/56221/12317/215257/14172/270190/16590/11629,78,1100,1.5835378716309159
BP,GO:0009266,response to temperature stimulus,46/3993,159/19395,0.007550521917936921,0.04180714168209123,0.03058576445305121,20315/29818/71145/13665/11539/11556/18023/18858/193034/13667/15502/108989/15525/11364/12767/11606/224045/243864/246788/12696/15519/18578/14164/16000/15481/209354/13371/26419/19414/16179/108067/57138/14828/15939/110616/217715/216869/22228/72759/17035/50497/269523/270190/100037258/11370/20655,46,1104,4.375711730319211
BP,GO:0003433,chondrocyte development involved in endochondral bone morphogenesis,10/3993,22/19395,0.007568357455776777,0.04180714168209123,0.03058576445305121,21813/58994/12833/12834/17181/12406/12816/19411/12835/246228,10,1104,1.7407765595569784
BP,GO:0010586,miRNA metabolic process,10/3993,22/19395,0.007568357455776777,0.04180714168209123,0.03058576445305121,15461/71701/67040/328572/239528/76850/56463/18033/16549/19697,10,1104,-0.14285714285714285
BP,GO:0010666,positive regulation of cardiac muscle cell apoptotic process,10/3993,22/19395,0.007568357455776777,0.04180714168209123,0.03058576445305121,16009/12334/11606/319801/26419/108058/276770/26408/75734/12176,10,1104,2.894703844062046
BP,GO:0014912,negative regulation of smooth muscle cell migration,10/3993,22/19395,0.007568357455776777,0.04180714168209123,0.03058576445305121,16009/23789/16202/17260/19017/19015/18024/11792/234593/11629,10,1104,0.40613846605344767
BP,GO:0030204,chondroitin sulfate metabolic process,10/3993,22/19395,0.007568357455776777,0.04180714168209123,0.03058576445305121,60322/94214/319901/269941/268780/59031/234356/58250/74241/12111,10,1104,1.12089707663561
BP,GO:0090140,regulation of mitochondrial fission,10/3993,22/19395,0.007568357455776777,0.04180714168209123,0.03058576445305121,20847/74006/65114/19017/68943/75734/72759/56749/67414/12176,10,1104,1.625
BP,GO:0043405,regulation of MAP kinase activity,77/3993,289/19395,0.0075765087006872175,0.041814395942872146,0.030591071611172974,16149/53608/11539/217410/66725/13649/12389/20597/11816/16332/14466/15502/18591/22339/224619/70834/14600/72699/22041/16202/74055/19766/106504/15461/17311/110157/94275/19247/69601/67397/14164/26401/16543/16000/13844/26412/16179/19229/20660/93840/17295/11596/56426/14056/19062/121021/23882/13614/14182/13543/18750/19164/117149/17319/26396/26408/12520/18439/114716/13537/240754/24136/18205/29875/15234/257632/235584/11502/14172/22034/14154/99470/16590/17873/19303/109689/20655,77,1108,1.5185683461945523
BP,GO:0006694,steroid biosynthetic process,45/3993,155/19395,0.007632337399998735,0.04204661549638943,0.03076096154575119,16987/18194/14381/13121/68603/15483/14979/15490/192156/13595/16846/217166/11816/56348/109754/66234/110196/106529/13360/231070/19017/14164/16000/20787/93759/12724/22668/101502/22337/98386/16002/235293/20775/72017/73166/208715/20583/108079/104158/104086/18033/74754/68917/12160/20655,45,1109.5,-0.06063390625908324
BP,GO:0045834,positive regulation of lipid metabolic process,45/3993,155/19395,0.007632337399998735,0.04204661549638943,0.03076096154575119,16149/11539/18563/226856/18595/217166/11816/384783/58994/12334/18591/67469/16835/11606/26420/56717/66853/16952/110196/19017/12491/20411/14164/66592/21416/16000/20787/19229/67800/66826/19353/11652/16002/13350/68041/12520/319229/257632/66082/75669/53357/11651/74186/12912/67181,45,1109.5,1.638576060745828
BP,GO:0043547,positive regulation of GTPase activity,59/3993,213/19395,0.007694325095953211,0.04234789556072089,0.030981375587737454,19152/20304/106952/230837/210789/19387/20194/107746/16403/26921/76795/55985/23790/20163/15461/19736/231532/20305/105782/11603/170625/223864/216805/19229/108911/14056/83431/23988/227937/13543/212307/11652/16412/20308/544817/241694/212285/329260/22324/75974/210293/16456/19395/12928/18205/15894/107045/232227/56221/69710/234094/24012/14683/11544/67046/271981/381605/100855/228850,59,1112,0.7451942925321957
BP,GO:0006360,transcription by RNA polymerase I,17/3993,46/19395,0.007707801759457457,0.04234789556072089,0.030981375587737454,216443/73674/56717/217995/66467/106298/320595/230709/17975/270627/17872/20587/16890/66136/21429/20586/50996,17,1112,0
BP,GO:0031648,protein destabilization,17/3993,46/19395,0.007707801759457457,0.04234789556072089,0.030981375587737454,20671/217166/26554/19090/231600/65114/15901/54396/20437/103583/17846/93759/328572/68339/19358/12914/18148,17,1112,-0.6432675209026768
BP,GO:0031112,positive regulation of microtubule polymerization or depolymerization,13/3993,32/19395,0.007748904945443414,0.042459277546045233,0.03106286174130778,101706/12389/56430/20257/26419/13589/17295/14544/19353/17257/13494/21749/11789,13,1115,3.9515133596288523
BP,GO:0051150,regulation of smooth muscle cell differentiation,13/3993,32/19395,0.007748904945443414,0.042459277546045233,0.03106286174130778,18591/20656/13805/66999/81702/19241/93759/107869/66993/17257/18021/76854/16590,13,1115,-1.35400640077266
BP,GO:0097242,amyloid-beta clearance,13/3993,32/19395,0.007748904945443414,0.042459277546045233,0.03106286174130778,13121/16976/15925/17380/11816/16835/12491/15979/19326/17167/20288/53869/67300,13,1115,2.8892604740584606
BP,GO:0051896,regulation of protein kinase B signaling,43/3993,147/19395,0.007778946795232989,0.042585729322157324,0.031155372831117377,104943/26362/14991/13649/19401/20869/16846/140742/22339/107746/17392/56717/16202/13138/13805/68421/14066/56708/67154/23897/68585/15519/73162/21416/101490/16000/93759/28106/12261/216805/14775/14538/19062/11600/17188/16412/16002/22436/216869/15182/52377/224640/76854,43,1117,1.375
BP,GO:0031124,mRNA 3'-end processing,20/3993,57/19395,0.007834761681375695,0.04281758688391002,0.03132499793546802,235497/107951/18789/432508/68188/74320/231386/71701/22083/229709/67440/54196/208922/233900/72290/269061/74737/51786/70470/433702,20,1119,-0.3606678538669729
BP,GO:0042133,neurotransmitter metabolic process,42/3993,143/19395,0.007842305365491287,0.04281758688391002,0.03132499793546802,51793/13982/14991/13857/12389/18126/193034/12846/58994/11606/26420/56717/68133/27007/382864/20656/17161/216343/19261/12491/67269/19223/15519/16000/19229/268782/13078/19353/11652/103149/16423/19883/15894/12038/231326/14528/69906/16549/13430/11651/11629/320981,42,1119,2.2783059421644176
BP,GO:1905952,regulation of lipid localization,42/3993,143/19395,0.007842305365491287,0.04281758688391002,0.03132499793546802,16009/16846/66508/11816/384783/110460/67469/107508/11606/26420/66853/75605/19015/19247/12491/13660/16956/17846/15387/93759/69863/20185/16179/100705/13614/11652/16410/17319/13350/66494/20288/18439/72759/57264/18670/56310/53357/11651/12394/56489/100017/11957,42,1119,2.74109566454308
BP,GO:0050688,regulation of defense response to virus,24/3993,72/19395,0.007858999544013097,0.04287045692385378,0.031363677226213124,17472/230073/20304/80912/56213/243864/81702/12261/103213/383619/80913/230709/66878/108086/74136/78781/17381/12913/234311/213211/228607/20846/80861/16184,24,1121,-0.556890098923011
BP,GO:0018393,internal peptidyl-lysine acetylation,41/3993,139/19395,0.007897972182216927,0.04289199725598373,0.03137943595781398,16825/108155/100683/66979/73247/74343/15161/17192/70088/93759/56397/216805/70999/74026/230709/328572/319974/11785/13016/223770/268936/73473/14534/270627/20587/17257/12914/13018/72117/20583/13831/224727/22658/73390/28019/18626/20586/66464/226976/66233/109689,41,1125.5,-1.212435565298214
BP,GO:0006692,prostanoid metabolic process,15/3993,39/19395,0.007919062126247853,0.04289199725598373,0.03137943595781398,77219/16149/54486/96979/26420/16952/11430/19223/18786/16592/93759/14726/13614/17319/67452,15,1125.5,2.492241482207092
BP,GO:0006693,prostaglandin metabolic process,15/3993,39/19395,0.007919062126247853,0.04289199725598373,0.03137943595781398,77219/16149/54486/96979/26420/16952/11430/19223/18786/16592/93759/14726/13614/17319/67452,15,1125.5,2.492241482207092
BP,GO:0044091,membrane biogenesis,15/3993,39/19395,0.007919062126247853,0.04289199725598373,0.03137943595781398,12389/20336/13852/19266/22234/380712/20194/68385/14252/20742/13844/216856/56442/18633/19156,15,1125.5,3.593757690721877
BP,GO:0044743,protein transmembrane import into intracellular organelle,15/3993,39/19395,0.007919062126247853,0.04289199725598373,0.03137943595781398,17713/53600/30059/56322/52838/15510/224824/21854/30055/58869/21856/18633/69923/71382/641376,15,1125.5,2.634342239752568
BP,GO:0060337,type I interferon signaling pathway,15/3993,39/19395,0.007919062126247853,0.04289199725598373,0.03137943595781398,77772/20847/56335/246728/16179/58203/56045/53323/17381/228607/80876/18983/20846/56489/67070,15,1125.5,1.4426714154678917
BP,GO:0071357,cellular response to type I interferon,15/3993,39/19395,0.007919062126247853,0.04289199725598373,0.03137943595781398,77772/20847/56335/246728/16179/58203/56045/53323/17381/228607/80876/18983/20846/56489/67070,15,1125.5,1.4426714154678917
BP,GO:0097009,energy homeostasis,15/3993,39/19395,0.007919062126247853,0.04289199725598373,0.03137943595781398,13388/353187/11717/208643/19017/12491/18706/93759/216805/100705/240396/108079/20848/70461/67013,15,1125.5,1.6415653633362466
BP,GO:0032963,collagen metabolic process,33/3993,107/19395,0.007943848089532395,0.04295674667066461,0.03142680610239267,17385/216725/19152/114886/58994/18591/17392/11490/26433/13805/19015/15901/12406/118453/22352/223864/268977/54683/12831/328572/11596/76293/56401/16412/17381/18439/216869/57264/52377/26427/210530/18624/16194,33,1130.5,0.8894991799933214
BP,GO:0016573,histone acetylation,40/3993,135/19395,0.007945066309815483,0.04295674667066461,0.03142680610239267,16825/108155/100683/66979/73247/74343/15161/17192/70088/93759/56397/216805/70999/74026/230709/328572/319974/11785/13016/223770/268936/73473/14534/270627/20587/17257/12914/13018/72117/20583/13831/22658/73390/28019/18626/20586/66464/226976/66233/109689,40,1130.5,-1.1274425752841606
BP,GO:0002698,negative regulation of immune effector process,39/3993,131/19395,0.007982632707772084,0.04312173057246139,0.03154750698161741,15040/110213/21355/14991/16362/278180/12946/235587/56213/12258/243864/16952/22724/15216/19090/93694/12261/21354/16453/66878/20723/11600/16002/12772/11692/74136/14130/16423/216869/19056/12928/65113/17221/257632/26904/213211/80861/57765/16184,39,1132,1.4006985834715229
BP,GO:0006639,acylglycerol metabolic process,36/3993,119/19395,0.008027395826785657,0.043325265208115,0.031696411263844516,56077/13982/12389/227333/11816/171504/14081/67469/20338/16835/68393/11727/66853/76192/21835/231070/116939/19247/233549/12491/18534/21416/16956/20787/93759/14775/20660/67800/264064/76483/13350/16890/104158/11812/66082/67181,36,1133,0.34099716973523675
BP,GO:0006071,glycerol metabolic process,9/3993,19/19395,0.008084122575633526,0.04336351714912194,0.03172439607243074,21991/16846/68393/233549/18534/26903/67800/71883/67078,9,1137,-0.15249857033260467
BP,GO:0035855,megakaryocyte development,9/3993,19/19395,0.008084122575633526,0.04336351714912194,0.03172439607243074,235627/21349/19247/328572/11308/14247/18718/17268/16590,9,1137,-1.35400640077266
BP,GO:0044766,multi-organism transport,9/3993,19/19395,0.008084122575633526,0.04336351714912194,0.03172439607243074,13858/12389/16650/16647/69550/331401/21454/53817/107829,9,1137,2.457864091118742
BP,GO:0048311,mitochondrion distribution,9/3993,19/19395,0.008084122575633526,0.04336351714912194,0.03172439607243074,66725/108155/74006/229524/74143/70827/14534/24071/67414,9,1137,0.6804138174397717
BP,GO:0090026,positive regulation of monocyte chemotaxis,9/3993,19/19395,0.008084122575633526,0.04336351714912194,0.03172439607243074,20315/20304/15945/12772/19141/12913/76763/105722/11629,9,1137,-1.1067971810589328
BP,GO:0090201,negative regulation of release of cytochrome c from mitochondria,9/3993,19/19395,0.008084122575633526,0.04336351714912194,0.03172439607243074,56295/16000/16905/14775/74143/66494/216869/15234/11651,9,1137,1.059625885652035
BP,GO:1902579,multi-organism localization,9/3993,19/19395,0.008084122575633526,0.04336351714912194,0.03172439607243074,13858/12389/16650/16647/69550/331401/21454/53817/107829,9,1137,2.457864091118742
BP,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,25/3993,76/19395,0.008143498682551261,0.04361316189100417,0.031907034132937606,12575/16149/15257/20869/15258/67025/101867/106298/15387/93759/68048/328572/66626/17319/15951/28135/237877/18604/224727/13207/18432/209456/57438/68539/67211,25,1141.5,-0.8268106308031118
BP,GO:0097529,myeloid leukocyte migration,56/3993,201/19395,0.008144927371958589,0.04361316189100417,0.031907034132937606,20315/16803/17329/16149/17470/68050/20947/19152/171095/20304/17965/18591/18613/22339/13143/445007/19218/16952/107338/55985/15945/14747/67767/19261/68585/18578/171486/118453/20305/57349/12261/19229/26903/11596/26416/13614/18750/19353/20308/117149/17319/12772/12520/102103/16423/22324/19141/12913/76763/17524/105722/257632/56221/215257/16590/11629,56,1141.5,0.5652334189442215
BP,GO:0043523,regulation of neuron apoptotic process,70/3993,260/19395,0.008164885615014394,0.04368178087122749,0.031957235220160404,26362/14381/18391/15183/13982/13857/26926/11540/17748/18481/15258/11816/14751/22339/13002/16500/11606/18105/20817/56876/16202/20656/17260/19017/15461/56708/68943/12282/18706/15510/56086/18008/26419/93759/12721/67579/11603/12125/11757/19229/112407/11545/11596/216150/67605/11600/23988/234664/22192/19164/56484/18742/17257/234734/19141/216869/11798/18148/57320/170719/18205/11920/12371/16476/14630/211064/14102/109689/319583/20655,70,1143,1.6009974717832378
BP,GO:0060348,bone development,61/3993,222/19395,0.008194838519010098,0.04370557296871694,0.03197464132496398,52076/231633/16948/19401/21813/16846/16332/58994/12833/230103/12834/269878/17125/17181/17260/216892/235627/231070/21349/19247/20692/12406/15117/16000/16973/240725/20481/12816/19411/12835/230709/17129/328572/11308/22158/233328/56401/20340/269941/18472/234356/14247/72055/244329/18718/17268/72345/246228/105722/11749/67661/14172/97086/54411/18129/14683/12111/16590/21827/71375/329872,61,1149,2.326894604977586
BP,GO:0015682,ferric iron transport,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,22042/19326/74051/231876/228359/13430/67300,7,1149,3.5355339059327373
BP,GO:0019321,pentose metabolic process,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,14381/110208/12409/53893/75578/66646/19895,7,1149,2.0869967789998034
BP,GO:0034350,regulation of glial cell apoptotic process,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,13388/18858/83397/16000/26419/18755/18750,7,1149,0.50709255283711
BP,GO:0034497,protein localization to phagophore assembly site,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,52639/67727/217893/51897/54636/245860/225326,7,1149,0.457495710997814
BP,GO:0046459,short-chain fatty acid metabolic process,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,60525/234564/18534/71147/171282/104158/16922,7,1149,-0.5222329678670935
BP,GO:0050667,homocysteine metabolic process,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,13479/12846/17769/22117/108156/107869/104184,7,1149,2.5144742283748487
BP,GO:0071428,rRNA-containing ribonucleoprotein complex export from nucleus,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,24015/97112/353258/19384/103573/18148/19069,7,1149,2.030258904551879
BP,GO:0072512,trivalent inorganic cation transport,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,22042/19326/74051/231876/228359/13430/67300,7,1149,3.5355339059327373
BP,GO:0090239,regulation of histone H4 acetylation,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,93759/230709/319974/13016/73473/20587/109689,7,1149,0.13018891098082389
BP,GO:1902902,negative regulation of autophagosome assembly,7/3993,13/19395,0.008247952772837179,0.04370557296871694,0.03197464132496398,110147/66725/20333/76983/68943/78246/56208,7,1149,0
BP,GO:0022407,regulation of cell-cell adhesion,99/3993,385/19395,0.008289014617850442,0.04388512934039433,0.0321060033045016,14961/20315/15040/14960/16149/53883/18782/223601/353310/14991/20947/16362/278180/22329/18016/11540/12389/50701/20304/19401/21813/16846/12504/22042/20971/50918/338366/228788/14998/23871/22339/16408/16403/19218/19684/232341/235320/14252/16952/55985/22724/170780/11687/15216/16852/19261/15519/15117/20720/65960/16000/15510/18708/11774/234839/12721/11776/16179/18950/328365/14538/14726/16453/11350/78317/11596/56048/26416/18750/13846/54167/12015/16002/12772/12520/16423/16008/83554/269023/20583/13848/240754/15894/65113/17221/17909/12479/22034/16194/104831/57765/11651/12394/20227/16184/57438/13845/19697/11629,99,1155,1.3087516789789202
BP,GO:0010676,positive regulation of cellular carbohydrate metabolic process,21/3993,61/19395,0.008327886371738133,0.04396624762962552,0.032165348784422856,11517/20869/384783/59046/319801/80915/20411/18640/21416/16000/93759/15289/67800/12015/11652/14534/16002/56458/13194/76854/11651,21,1160.5,-1.3151918984428583
BP,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",21/3993,61/19395,0.008327886371738133,0.04396624762962552,0.032165348784422856,12575/16149/226830/15258/83383/52679/93759/230709/59092/22224/17319/66143/56484/114716/18148/20583/13548/13207/11920/28019/57438,21,1160.5,-1.7417271443536015
BP,GO:0042278,purine nucleoside metabolic process,21/3993,61/19395,0.008327886371738133,0.04396624762962552,0.032165348784422856,18103/66725/74340/11717/56248/66902/14431/56738/107569/106821/19384/229709/18950/105446/18537/74143/79059/14679/27369/67414/269378,21,1160.5,2.334868926348074
BP,GO:0006534,cysteine metabolic process,8/3993,16/19395,0.008376235239331762,0.04396624762962552,0.032165348784422856,74340/22117/108156/229709/12583/107869/14630/269378,8,1160.5,1.299038105676658
BP,GO:0043555,regulation of translation in response to stress,8/3993,16/19395,0.008376235239331762,0.04396624762962552,0.032165348784422856,13665/108954/17872/18148/15467/14151/67843/100037258,8,1160.5,1.2792042981336627
BP,GO:0043923,positive regulation by host of viral transcription,8/3993,16/19395,0.008376235239331762,0.04396624762962552,0.032165348784422856,83383/68776/328572/20587/16476/20586/67655/98415,8,1160.5,-1.2572371141874243
BP,GO:0045722,positive regulation of gluconeogenesis,8/3993,16/19395,0.008376235239331762,0.04396624762962552,0.032165348784422856,20869/59046/21416/93759/67800/14534/56458/13194,8,1160.5,-1.4699368305183342
BP,GO:0046112,nucleobase biosynthetic process,8/3993,16/19395,0.008376235239331762,0.04396624762962552,0.032165348784422856,55936/56717/19139/108156/66588/22247/51797/56749,8,1160.5,0.4743416490252569
BP,GO:1900037,regulation of cellular response to hypoxia,8/3993,16/19395,0.008376235239331762,0.04396624762962552,0.032165348784422856,110213/108155/66568/68943/12282/17846/71472/22346,8,1160.5,1.778001778002667
BP,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,8/3993,16/19395,0.008376235239331762,0.04396624762962552,0.032165348784422856,13388/320924/21413/20358/69601/12512/22436/19245,8,1160.5,-1.7085642859406605
BP,GO:0002237,response to molecule of bacterial origin,72/3993,269/19395,0.008542887203897356,0.044802534521297024,0.03277716946516545,16803/17329/26362/21355/14991/110651/50701/18126/20304/19401/108155/217166/108960/100702/231130/56615/56399/66102/22169/19218/27007/55985/15945/17260/18038/19261/19015/12491/67154/54396/69601/22083/18578/18786/70310/54196/26419/57349/15289/22352/16179/11757/17130/18036/26413/19217/11350/20568/17975/26416/18750/16410/117149/17319/14130/211007/18439/192159/77134/16478/257632/11502/215257/22038/18033/14528/22034/20846/16476/12567/11651/19697,72,1166,0.6948083337796511
