target_id,ens_gene,ext_gene,external_transcript_name,fc,lrt_qval,Direction,Category
ENSMUST00000106090.7,ENSMUSG00000046623,Gjb4,Gjb4-001,NaN,NA,NA,NA
ENSMUST00000098225.2,ENSMUSG00000073975,Olfr550,Olfr550-201,1.4309029119377514,NA,NA,NA
ENSMUST00000060418.7,ENSMUSG00000046287,Pnma3,Pnma3-001,0.13590380752899542,NA,NA,NA
ENSMUST00000025598.9,ENSMUSG00000024694,Keg1,Keg1-001,Inf,NA,NA,NA
ENSMUST00000098224.2,ENSMUSG00000073974,Olfr551,Olfr551-201,NaN,NA,NA,NA
ENSMUST00000074897.4,ENSMUSG00000063230,Olfr535,Olfr535-201,NaN,NA,NA,NA
ENSMUST00000098223.1,ENSMUSG00000073973,Olfr552,Olfr552-201,NaN,NA,NA,NA
ENSMUST00000095426.4,ENSMUSG00000055862,Izumo4,Izumo4-201,1.928015689749347,NA,NA,NA
ENSMUST00000134562.1,ENSMUSG00000053930,Shisa6,Shisa6-001,0,NA,NA,NA
ENSMUST00000116094.3,ENSMUSG00000070661,Rnf186,Rnf186-001,Inf,NA,NA,NA
ENSMUST00000049507.5,ENSMUSG00000044254,Pcsk9,Pcsk9-001,1.147165849333156,NA,NA,NA
ENSMUST00000200665.1,ENSMUSG00000074591,Ankub1,Ankub1-003,NaN,NA,NA,NA
ENSMUST00000027859.11,ENSMUSG00000026572,Tbx19,Tbx19-001,Inf,NA,NA,NA
ENSMUST00000091605.2,ENSMUSG00000096151,Olfr477,Olfr477-201,NaN,NA,NA,NA
ENSMUST00000146396.7,ENSMUSG00000089809,A930011G23Rik,A930011G23Rik-003,0,NA,NA,NA
ENSMUST00000098222.1,ENSMUSG00000073972,Olfr553,Olfr553-201,NaN,NA,NA,NA
ENSMUST00000098221.1,ENSMUSG00000073971,Olfr554,Olfr554-201,0,NA,NA,NA
ENSMUST00000138375.1,ENSMUSG00000027886,1700013F07Rik,1700013F07Rik-003,NaN,NA,NA,NA
ENSMUST00000099816.2,ENSMUSG00000075122,Cd80,Cd80-201,1.0046232350107314,NA,NA,NA
ENSMUST00000103071.3,ENSMUSG00000020713,Gh,Gh-001,NaN,NA,NA,NA
ENSMUST00000106625.9,ENSMUSG00000040412,5330417C22Rik,5330417C22Rik-001,4.264816281956977,NA,NA,NA
ENSMUST00000031709.6,ENSMUSG00000029697,Fezf1,Fezf1-001,Inf,NA,NA,NA
ENSMUST00000029630.14,ENSMUSG00000028001,Fga,Fga-001,16.57116474198842,NA,NA,NA
ENSMUST00000054472.3,ENSMUSG00000025418,Bsnd,Bsnd-001,NaN,NA,NA,NA
ENSMUST00000060943.4,ENSMUSG00000031492,Chrnb3,Chrnb3-201,NaN,NA,NA,NA
ENSMUST00000192039.5,ENSMUSG00000096641,Gm904,Gm904-002,NaN,NA,NA,NA
ENSMUST00000048246.4,ENSMUSG00000033831,Fgb,Fgb-001,11.205073817870312,NA,NA,NA
ENSMUST00000189446.6,ENSMUSG00000032454,Rbp2,Rbp2-001,NaN,NA,NA,NA
ENSMUST00000098220.1,ENSMUSG00000073970,Olfr555,Olfr555-201,NaN,NA,NA,NA
ENSMUST00000099518.3,ENSMUSG00000094918,Gm8765,Gm8765-001,0.9437026834660338,NA,NA,NA
ENSMUST00000168906.1,ENSMUSG00000090594,Gm3327,Gm3327-001,NaN,NA,NA,NA
ENSMUST00000178489.1,ENSMUSG00000095409,Gm13043,Gm13043-001,NaN,NA,NA,NA
ENSMUST00000000834.3,ENSMUSG00000000817,Fasl,Fasl-001,0.10388228601491034,NA,NA,NA
ENSMUST00000098966.4,ENSMUSG00000074497,A430078G23Rik,A430078G23Rik-201,0.7995234281338186,NA,NA,NA
ENSMUST00000049719.3,ENSMUSG00000094426,Olfr478,Olfr478-201,NaN,NA,NA,NA
ENSMUST00000111026.2,ENSMUSG00000041644,Slc5a12,Slc5a12-001,NaN,NA,NA,NA
ENSMUST00000167761.7,ENSMUSG00000005553,Atp4a,Atp4a-003,NaN,NA,NA,NA
ENSMUST00000063151.5,ENSMUSG00000043855,Olfr479,Olfr479-201,NaN,NA,NA,NA
ENSMUST00000046498.2,ENSMUSG00000042357,Gjb5,Gjb5-001,1.536536338556509,NA,NA,NA
ENSMUST00000165431.1,ENSMUSG00000091114,Gm3138,Gm3138-001,Inf,NA,NA,NA
ENSMUST00000033189.5,ENSMUSG00000030898,Cckbr,Cckbr-001,Inf,NA,NA,NA
ENSMUST00000105774.1,ENSMUSG00000070618,BC080695,BC080695-001,NaN,NA,NA,NA
ENSMUST00000095438.9,ENSMUSG00000039814,Xkr5,Xkr5-001,0.33648205256737246,NA,NA,NA
ENSMUST00000094521.5,ENSMUSG00000070616,Gm13040,Gm13040-001,NaN,NA,NA,NA
ENSMUST00000105776.1,ENSMUSG00000096154,Gm13057,Gm13057-001,NaN,NA,NA,NA
ENSMUST00000019954.5,ENSMUSG00000019815,Zc2hc1b,Zc2hc1b-201,NaN,NA,NA,NA
ENSMUST00000100969.8,ENSMUSG00000018570,2810408A11Rik,2810408A11Rik-009,0.6207081873947277,NA,NA,NA
ENSMUST00000117102.3,ENSMUSG00000081683,Fzd10,Fzd10-001,0.2618072628205502,NA,NA,NA
ENSMUST00000071658.2,ENSMUSG00000063120,Olfr480,Olfr480-201,NaN,NA,NA,NA
ENSMUST00000098219.2,ENSMUSG00000073969,Olfr556,Olfr556-201,NaN,NA,NA,NA
ENSMUST00000100688.2,ENSMUSG00000072595,4930503E14Rik,4930503E14Rik-001,0.7245815197939417,NA,NA,NA
ENSMUST00000034723.5,ENSMUSG00000013584,Aldh1a2,Aldh1a2-001,0.9207726296472807,NA,NA,NA
ENSMUST00000068767.9,ENSMUSG00000040601,Nlrp4a,Nlrp4a-001,0,NA,NA,NA
ENSMUST00000107479.2,ENSMUSG00000038020,Rapgefl1,Rapgefl1-001,1.0275510506210657,NA,NA,NA
ENSMUST00000166350.1,ENSMUSG00000094543,Gm8212,Gm8212-001,NaN,NA,NA,NA
ENSMUST00000032902.10,ENSMUSG00000030666,Calcb,Calcb-001,NaN,NA,NA,NA
ENSMUST00000064392.7,ENSMUSG00000052508,Olfr536,Olfr536-201,1.1298232582388499,NA,NA,NA
ENSMUST00000121598.7,ENSMUSG00000032079,Apoa5,Apoa5-001,Inf,NA,NA,NA
ENSMUST00000112779.9,ENSMUSG00000079389,Gm3149,Gm3149-001,NaN,NA,NA,NA
ENSMUST00000075467.1,ENSMUSG00000093934,Olfr971,Olfr971-201,NaN,NA,NA,NA
ENSMUST00000078775.12,ENSMUSG00000079845,Xlr4a,Xlr4a-001,0.4778943610264353,NA,NA,NA
ENSMUST00000091730.1,ENSMUSG00000094898,Vmn1r201,Vmn1r201-001,NaN,NA,NA,NA
ENSMUST00000182889.1,ENSMUSG00000022494,Shisa9,Shisa9-003,Inf,NA,NA,NA
ENSMUST00000027269.6,ENSMUSG00000026100,Mstn,Mstn-001,0.9817796144401624,NA,NA,NA
ENSMUST00000023845.6,ENSMUSG00000023083,H2-M10.2,H2-M10.2-001,0.2319589054187356,NA,NA,NA
ENSMUST00000079767.1,ENSMUSG00000094449,Olfr972,Olfr972-201,NaN,NA,NA,NA
ENSMUST00000078642.1,ENSMUSG00000094379,Vmn1r202,Vmn1r202-001,NaN,NA,NA,NA
ENSMUST00000069852.1,ENSMUSG00000056008,Gm11541,Gm11541-001,1.1344712457284263,NA,NA,NA
ENSMUST00000165466.7,ENSMUSG00000079388,2610042L04Rik,2610042L04Rik-001,1.075926020285522,NA,NA,NA
ENSMUST00000177197.7,ENSMUSG00000032773,Chrm1,Chrm1-002,Inf,NA,NA,NA
ENSMUST00000080616.2,ENSMUSG00000058188,Olfr746,Olfr746-001,NaN,NA,NA,NA
ENSMUST00000081095.3,ENSMUSG00000059189,Olfr913,Olfr913-201,NaN,NA,NA,NA
ENSMUST00000193512.4,ENSMUSG00000073141,4930567H17Rik,4930567H17Rik-001,NaN,NA,NA,NA
ENSMUST00000076802.2,ENSMUSG00000095390,Olfr229,Olfr229-201,NaN,NA,NA,NA
ENSMUST00000091729.1,ENSMUSG00000069289,Vmn1r203,Vmn1r203-001,NaN,NA,NA,NA
ENSMUST00000045892.2,ENSMUSG00000034689,4921530L21Rik,4921530L21Rik-201,NaN,NA,NA,NA
ENSMUST00000057755.1,ENSMUSG00000047050,Olfr914,Olfr914-201,NaN,NA,NA,NA
ENSMUST00000145302.1,ENSMUSG00000062393,Dgkk,Dgkk-001,Inf,NA,NA,NA
ENSMUST00000062833.5,ENSMUSG00000051493,Olfr974,Olfr974-201,NaN,NA,NA,NA
ENSMUST00000205373.2,ENSMUSG00000057179,Olfr747,Olfr747-001,NaN,NA,NA,NA
ENSMUST00000005509.10,ENSMUSG00000007207,Stx1a,Stx1a-001,0.3366858496386774,NA,NA,NA
ENSMUST00000164663.7,ENSMUSG00000091725,Gm8220,Gm8220-001,NaN,NA,NA,NA
ENSMUST00000117396.2,ENSMUSG00000015880,Ncapg,Ncapg-002,1.018068733296333,NA,NA,NA
ENSMUST00000170580.2,ENSMUSG00000051726,Kcnf1,Kcnf1-001,1.1365994510577924,NA,NA,NA
ENSMUST00000067143.6,ENSMUSG00000054236,Olfr481,Olfr481-201,NaN,NA,NA,NA
ENSMUST00000009236.5,ENSMUSG00000009092,Derl3,Derl3-201,369.47601857405084,NA,NA,NA
ENSMUST00000081196.1,ENSMUSG00000094701,Olfr916,Olfr916-201,NaN,NA,NA,NA
ENSMUST00000081184.2,ENSMUSG00000059031,Olfr482,Olfr482-201,NaN,NA,NA,NA
ENSMUST00000033882.9,ENSMUSG00000031491,Chrna6,Chrna6-201,NaN,NA,NA,NA
ENSMUST00000060255.13,ENSMUSG00000010086,Rnf112,Rnf112-001,NaN,NA,NA,NA
ENSMUST00000138392.7,ENSMUSG00000047730,Fcgbp,Fcgbp-001,NaN,NA,NA,NA
ENSMUST00000065173.8,ENSMUSG00000045083,Lingo2,Lingo2-003,NaN,NA,NA,NA
ENSMUST00000164038.7,ENSMUSG00000095056,Gm3159,Gm3159-001,NaN,NA,NA,NA
ENSMUST00000123434.2,ENSMUSG00000048070,Pirt,Pirt-001,0.7174225635574711,NA,NA,NA
ENSMUST00000150220.1,ENSMUSG00000085683,9130409J20Rik,9130409J20Rik-002,NaN,NA,NA,NA
ENSMUST00000046557.5,ENSMUSG00000036551,Akap14,Akap14-001,0.5613317981784529,NA,NA,NA
ENSMUST00000058636.8,ENSMUSG00000047171,Helt,Helt-201,0,NA,NA,NA
ENSMUST00000104917.3,ENSMUSG00000078118,Olfr483,Olfr483-201,NaN,NA,NA,NA
ENSMUST00000091282.4,ENSMUSG00000073012,Fnd3c2,Fnd3c2-001,0.6697588656322823,NA,NA,NA
ENSMUST00000073561.3,ENSMUSG00000060084,Olfr748,Olfr748-001,NaN,NA,NA,NA
ENSMUST00000187892.6,ENSMUSG00000086727,4931428L18Rik,4931428L18Rik-004,NaN,NA,NA,NA
ENSMUST00000069562.5,ENSMUSG00000055826,Tescl,Tescl-001,0.39538371092271074,NA,NA,NA
ENSMUST00000164518.3,ENSMUSG00000090369,4933411K16Rik,4933411K16Rik-001,1.0966994273510702,NA,NA,NA
ENSMUST00000032683.5,ENSMUSG00000030484,Lypd5,Lypd5-001,0.8238281578015445,NA,NA,NA
ENSMUST00000077530.2,ENSMUSG00000054052,Rdh19,Rdh19-001,1.5556554805381422,NA,NA,NA
ENSMUST00000074173.3,ENSMUSG00000049653,Spatc1,Spatc1-201,0.6897455135968553,NA,NA,NA
ENSMUST00000062560.13,ENSMUSG00000050217,Lgsn,Lgsn-001,0,NA,NA,NA
ENSMUST00000033917.6,ENSMUSG00000031518,Spata4,Spata4-201,Inf,NA,NA,NA
ENSMUST00000029516.2,ENSMUSG00000027908,Tchhl1,Tchhl1-001,0,NA,NA,NA
ENSMUST00000114904.9,ENSMUSG00000036198,Arhgap36,Arhgap36-001,NaN,NA,NA,NA
ENSMUST00000072235.9,ENSMUSG00000060715,1700019A02Rik,1700019A02Rik-001,2.665437677480168,NA,NA,NA
ENSMUST00000081321.4,ENSMUSG00000063932,Poteg,Poteg-201,NaN,NA,NA,NA
ENSMUST00000162800.7,ENSMUSG00000025955,Akr1cl,Akr1cl-002,1.1806257907100206,NA,NA,NA
ENSMUST00000092058.3,ENSMUSG00000074639,BC089597,BC089597-001,2.369248168970788,NA,NA,NA
ENSMUST00000054067.3,ENSMUSG00000043331,Olfr975,Olfr975-201,NaN,NA,NA,NA
ENSMUST00000099895.1,ENSMUSG00000075190,Olfr1054,Olfr1054-001,NaN,NA,NA,NA
ENSMUST00000058921.13,ENSMUSG00000089798,1700028K03Rik,1700028K03Rik-001,0.12545839666287742,NA,NA,NA
ENSMUST00000066258.7,ENSMUSG00000053678,Defb40,Defb40-001,NaN,NA,NA,NA
ENSMUST00000076542.1,ENSMUSG00000063225,Olfr917,Olfr917-201,NaN,NA,NA,NA
ENSMUST00000057431.5,ENSMUSG00000078173,Lenep,Lenep-001,Inf,NA,NA,NA
ENSMUST00000061343.3,ENSMUSG00000049013,Prss48,Prss48-001,1.1791444494587118,NA,NA,NA
ENSMUST00000038364.14,ENSMUSG00000034098,Fstl5,Fstl5-001,0,NA,NA,NA
ENSMUST00000055099.1,ENSMUSG00000046150,Olfr918,Olfr918-201,NaN,NA,NA,NA
ENSMUST00000047425.4,ENSMUSG00000041308,Sntb2,Sntb2-201,Inf,NA,NA,NA
ENSMUST00000060242.11,ENSMUSG00000046460,Sh2d7,Sh2d7-001,0.5195075867035684,NA,NA,NA
ENSMUST00000126324.6,ENSMUSG00000054362,Lexm,Lexm-003,NaN,NA,NA,NA
ENSMUST00000165834.2,ENSMUSG00000091888,Vmn2r80,Vmn2r80-001,NaN,NA,NA,NA
ENSMUST00000055345.8,ENSMUSG00000049526,Tmem202,Tmem202-201,2.9310087300895393,NA,NA,NA
ENSMUST00000059675.3,ENSMUSG00000046272,Olfr1444,Olfr1444-201,0,NA,NA,NA
ENSMUST00000161800.1,ENSMUSG00000048782,Insc,Insc-008,0,NA,NA,NA
ENSMUST00000140752.7,ENSMUSG00000046110,Serinc4,Serinc4-005,NaN,NA,NA,NA
ENSMUST00000036819.6,ENSMUSG00000038768,9130409I23Rik,9130409I23Rik-001,1.2949389089638752,NA,NA,NA
ENSMUST00000074674.4,ENSMUSG00000059069,Olfr749,Olfr749-001,NaN,NA,NA,NA
ENSMUST00000025322.13,ENSMUSG00000024448,H2-M10.1,H2-M10.1-001,NaN,NA,NA,NA
ENSMUST00000108387.8,ENSMUSG00000054102,Nlrp9a,Nlrp9a-001,NaN,NA,NA,NA
ENSMUST00000111863.8,ENSMUSG00000079267,Gm5930,Gm5930-001,NaN,NA,NA,NA
ENSMUST00000073546.4,ENSMUSG00000058124,H2-M10.3,H2-M10.3-001,NaN,NA,NA,NA
ENSMUST00000103000.8,ENSMUSG00000023165,Ssxb2,Ssxb2-002,0,NA,NA,NA
ENSMUST00000072035.3,ENSMUSG00000096068,Olfr486,Olfr486-201,NaN,NA,NA,NA
ENSMUST00000110078.4,ENSMUSG00000002908,Kcnn1,Kcnn1-201,2.4821967254127735,NA,NA,NA
ENSMUST00000066282.3,ENSMUSG00000053695,Defb37,Defb37-001,NaN,NA,NA,NA
ENSMUST00000168161.1,ENSMUSG00000090379,Gm8229,Gm8229-001,NaN,NA,NA,NA
ENSMUST00000030614.2,ENSMUSG00000028813,CK137956,CK137956-001,NaN,NA,NA,NA
ENSMUST00000148484.7,ENSMUSG00000075410,Gm11744,Gm11744-002,0.5697237874133055,NA,NA,NA
ENSMUST00000178161.1,ENSMUSG00000096144,B020004C17Rik,B020004C17Rik-201,0.6436093517121695,NA,NA,NA
ENSMUST00000172103.1,ENSMUSG00000090716,Gm3371,Gm3371-001,0,NA,NA,NA
ENSMUST00000198204.4,ENSMUSG00000058740,Kcnt1,Kcnt1-011,Inf,NA,NA,NA
ENSMUST00000114293.8,ENSMUSG00000026955,Sapcd2,Sapcd2-001,NaN,NA,NA,NA
ENSMUST00000061614.7,ENSMUSG00000048582,Gja3,Gja3-201,0,NA,NA,NA
ENSMUST00000164277.1,ENSMUSG00000091569,Gm8232,Gm8232-001,NaN,NA,NA,NA
ENSMUST00000020547.8,ENSMUSG00000055515,Vmn2r81,Vmn2r81-001,NaN,NA,NA,NA
ENSMUST00000115114.2,ENSMUSG00000079619,Cypt15,Cypt15-001,NaN,NA,NA,NA
ENSMUST00000162298.3,ENSMUSG00000070632,Btbd8,Btbd8-002,0.8892185609729951,NA,NA,NA
ENSMUST00000053318.3,ENSMUSG00000049349,Gm5105,Gm5105-001,0.575188041118915,NA,NA,NA
ENSMUST00000169683.1,ENSMUSG00000096399,Vmn2r35,Vmn2r35-001,NaN,NA,NA,NA
ENSMUST00000097177.4,ENSMUSG00000072423,Psmb11,Psmb11-201,1.5793466797207085,NA,NA,NA
ENSMUST00000155020.1,ENSMUSG00000104217,Gm37988,Gm37988-001,1.5034884675910223,NA,NA,NA
ENSMUST00000021828.5,ENSMUSG00000021396,Nxnl2,Nxnl2-201,1.4790387114534818,NA,NA,NA
ENSMUST00000170427.1,ENSMUSG00000091429,Gm17093,Gm17093-001,NaN,NA,NA,NA
ENSMUST00000096899.2,ENSMUSG00000072145,BC061237,BC061237-001,NaN,NA,NA,NA
ENSMUST00000102671.9,ENSMUSG00000006389,Mpl,Mpl-001,3.4236049635598538,NA,NA,NA
ENSMUST00000076565.2,ENSMUSG00000058250,Tas2r138,Tas2r138-001,NaN,NA,NA,NA
ENSMUST00000049624.2,ENSMUSG00000045126,Olfr1445,Olfr1445-201,NaN,NA,NA,NA
ENSMUST00000105773.1,ENSMUSG00000066688,Gm13083,Gm13083-001,0.6732110763764,NA,NA,NA
ENSMUST00000134550.2,ENSMUSG00000092305,Prps1l1,Prps1l1-001,1.5554659615182995,NA,NA,NA
ENSMUST00000081996.1,ENSMUSG00000095929,Olfr487,Olfr487-201,NaN,NA,NA,NA
ENSMUST00000099894.4,ENSMUSG00000075189,Olfr1055,Olfr1055-001,0.7331157827155992,NA,NA,NA
ENSMUST00000105571.3,ENSMUSG00000078485,Plekhn1,Plekhn1-201,0.5574288100493954,NA,NA,NA
ENSMUST00000200192.4,ENSMUSG00000029423,Piwil1,Piwil1-002,0,NA,NA,NA
ENSMUST00000056087.3,ENSMUSG00000048399,Tprg,Tprg-001,Inf,NA,NA,NA
ENSMUST00000047199.4,ENSMUSG00000040134,Rdh7,Rdh7-001,15.71889198665558,NA,NA,NA
ENSMUST00000166843.7,ENSMUSG00000092137,Gcom1,Gcom1-001,0,NA,NA,NA
ENSMUST00000005791.13,ENSMUSG00000005649,Cabp5,Cabp5-001,0.3118333113756488,NA,NA,NA
ENSMUST00000115573.1,ENSMUSG00000079704,Gm14459,Gm14459-001,NaN,NA,NA,NA
ENSMUST00000098486.3,ENSMUSG00000099974,Bcl2a1d,Bcl2a1d-001,0.19223536517513767,NA,NA,NA
ENSMUST00000138642.2,ENSMUSG00000079702,Ssxb6,Ssxb6-001,NaN,NA,NA,NA
ENSMUST00000081236.2,ENSMUSG00000057817,Olfr1446,Olfr1446-201,NaN,NA,NA,NA
ENSMUST00000018739.4,ENSMUSG00000018595,Glra4,Glra4-001,0.5447527437434052,NA,NA,NA
ENSMUST00000105046.3,ENSMUSG00000078249,Hmga1-rs1,Hmga1-rs1-001,Inf,NA,NA,NA
ENSMUST00000165512.3,ENSMUSG00000001566,Mnx1,Mnx1-001,NaN,NA,NA,NA
ENSMUST00000021240.6,ENSMUSG00000020870,Cdc34-ps,Cdc34-ps-001,0.5116013708292981,NA,NA,NA
ENSMUST00000169307.2,ENSMUSG00000047352,Olfr976,Olfr976-201,NaN,NA,NA,NA
ENSMUST00000099893.4,ENSMUSG00000075188,Olfr1056,Olfr1056-001,NaN,NA,NA,NA
ENSMUST00000089374.10,ENSMUSG00000079701,Ssxb3,Ssxb3-001,NaN,NA,NA,NA
ENSMUST00000191960.1,ENSMUSG00000103362,Tdpoz2,Tdpoz2-001,NaN,NA,NA,NA
ENSMUST00000023265.4,ENSMUSG00000022598,Psca,Psca-001,0.19563891492485017,NA,NA,NA
ENSMUST00000059339.5,ENSMUSG00000045731,Pnoc,Pnoc-201,NaN,NA,NA,NA
ENSMUST00000170402.2,ENSMUSG00000091651,Vmn2r36,Vmn2r36-001,NaN,NA,NA,NA
ENSMUST00000050120.3,ENSMUSG00000046523,Kctd4,Kctd4-201,0.20632739000119188,NA,NA,NA
ENSMUST00000182947.1,ENSMUSG00000050901,Mtnr1b,Mtnr1b-002,NaN,NA,NA,NA
ENSMUST00000111016.8,ENSMUSG00000050808,Muc15,Muc15-001,NaN,NA,NA,NA
ENSMUST00000170596.2,ENSMUSG00000091468,Vmn2r82,Vmn2r82-001,NaN,NA,NA,NA
ENSMUST00000029947.5,ENSMUSG00000028280,Gabrr1,Gabrr1-001,3.9352856855448612,NA,NA,NA
ENSMUST00000071425.1,ENSMUSG00000056961,Olfr919,Olfr919-201,NaN,NA,NA,NA
ENSMUST00000099623.9,ENSMUSG00000074968,Ano3,Ano3-002,2.4355079954120114,NA,NA,NA
ENSMUST00000095820.11,ENSMUSG00000020566,Atp6v1c2,Atp6v1c2-001,NaN,NA,NA,NA
ENSMUST00000109855.7,ENSMUSG00000020481,Ankrd36,Ankrd36-001,NaN,NA,NA,NA
ENSMUST00000057502.13,ENSMUSG00000048231,H2-M10.4,H2-M10.4-001,Inf,NA,NA,NA
ENSMUST00000085422.3,ENSMUSG00000066500,Izumo2,Izumo2-201,NaN,NA,NA,NA
ENSMUST00000057161.3,ENSMUSG00000044292,Olfr978,Olfr978-201,NaN,NA,NA,NA
ENSMUST00000066416.3,ENSMUSG00000053790,Defb38,Defb38-001,NaN,NA,NA,NA
ENSMUST00000080835.3,ENSMUSG00000059473,Olfr979,Olfr979-201,NaN,NA,NA,NA
ENSMUST00000178946.8,ENSMUSG00000035165,Kcne3,Kcne3-203,NaN,NA,NA,NA
ENSMUST00000170094.7,ENSMUSG00000091122,Gm8247,Gm8247-001,NaN,NA,NA,NA
ENSMUST00000022666.8,ENSMUSG00000022076,Klhl1,Klhl1-001,2.7939512580660613,NA,NA,NA
ENSMUST00000130693.7,ENSMUSG00000078776,9530053A07Rik,9530053A07Rik-002,1.0743070016607483,NA,NA,NA
ENSMUST00000098363.9,ENSMUSG00000031837,Necab2,Necab2-001,0,NA,NA,NA
ENSMUST00000165769.7,ENSMUSG00000092165,Gm5624,Gm5624-001,NaN,NA,NA,NA
ENSMUST00000167976.2,ENSMUSG00000091381,Vmn2r83,Vmn2r83-001,NaN,NA,NA,NA
ENSMUST00000185125.7,ENSMUSG00000079703,Ssxb8,Ssxb8-001,NaN,NA,NA,NA
ENSMUST00000073932.3,ENSMUSG00000060254,Olfr980,Olfr980-201,NaN,NA,NA,NA
ENSMUST00000059859.4,ENSMUSG00000046678,Olfr981,Olfr981-201,NaN,NA,NA,NA
ENSMUST00000103001.3,ENSMUSG00000035371,Ssx9,Ssx9-001,NaN,NA,NA,NA
ENSMUST00000098084.10,ENSMUSG00000030945,Acsm2,Acsm2-201,0.16778270655840916,NA,NA,NA
ENSMUST00000089370.5,ENSMUSG00000071816,Ssxb5,Ssxb5-001,0.442355077703906,NA,NA,NA
ENSMUST00000072968.1,ENSMUSG00000096465,Olfr488,Olfr488-201,NaN,NA,NA,NA
ENSMUST00000202636.3,ENSMUSG00000068587,Mgam,Mgam-006,NaN,NA,NA,NA
ENSMUST00000059509.2,ENSMUSG00000050435,Ube2dnl1,Ube2dnl1-001,NaN,NA,NA,NA
ENSMUST00000105771.1,ENSMUSG00000078513,Gm13088,Gm13088-001,NaN,NA,NA,NA
ENSMUST00000021898.5,ENSMUSG00000021448,Shc3,Shc3-201,0.8850982354410686,NA,NA,NA
ENSMUST00000115563.1,ENSMUSG00000079699,Gm6592,Gm6592-001,1.412369897307236,NA,NA,NA
ENSMUST00000099892.1,ENSMUSG00000075187,Olfr1057,Olfr1057-001,NaN,NA,NA,NA
ENSMUST00000094018.5,ENSMUSG00000070366,Ppapdc1a,Ppapdc1a-001,NaN,NA,NA,NA
ENSMUST00000075504.2,ENSMUSG00000061847,Defb39,Defb39-001,NaN,NA,NA,NA
ENSMUST00000181541.1,ENSMUSG00000094084,Tdpoz1,Tdpoz1-001,NaN,NA,NA,NA
ENSMUST00000047134.7,ENSMUSG00000040127,Sdr9c7,Sdr9c7-001,NaN,NA,NA,NA
ENSMUST00000046739.5,ENSMUSG00000039146,Ifi44l,Ifi44l-001,Inf,NA,NA,NA
ENSMUST00000168866.1,ENSMUSG00000091418,Gm3164,Gm3164-001,0.6433146114434384,NA,NA,NA
ENSMUST00000024699.2,ENSMUSG00000023906,Cldn6,Cldn6-001,NaN,NA,NA,NA
ENSMUST00000193565.1,ENSMUSG00000103350,Gm37596,Gm37596-001,Inf,NA,NA,NA
ENSMUST00000073532.4,ENSMUSG00000070617,Gm13089,Gm13089-001,NaN,NA,NA,NA
ENSMUST00000112776.3,ENSMUSG00000079386,Gm3173,Gm3173-001,0,NA,NA,NA
ENSMUST00000067864.7,ENSMUSG00000054679,Srsf12,Srsf12-001,1.322812176126525,NA,NA,NA
ENSMUST00000070864.13,ENSMUSG00000004113,Cacna1b,Cacna1b-001,1.63630241578078,NA,NA,NA
ENSMUST00000169364.7,ENSMUSG00000091148,Gm3182,Gm3182-001,Inf,NA,NA,NA
ENSMUST00000115561.1,ENSMUSG00000079697,Gm5751,Gm5751-001,0.8052476743113418,NA,NA,NA
ENSMUST00000053179.1,ENSMUSG00000094612,Olfr491,Olfr491-201,NaN,NA,NA,NA
ENSMUST00000115752.7,ENSMUSG00000051592,Ccnb3,Ccnb3-001,Inf,NA,NA,NA
ENSMUST00000085989.6,ENSMUSG00000066720,Cldn9,Cldn9-001,1.3112291467306327,NA,NA,NA
ENSMUST00000066387.5,ENSMUSG00000053773,Rdh8,Rdh8-201,NaN,NA,NA,NA
ENSMUST00000062723.13,ENSMUSG00000032561,Acpp,Acpp-001,0.7953169368075405,NA,NA,NA
ENSMUST00000171613.7,ENSMUSG00000023964,Calcr,Calcr-003,0.632756716448985,NA,NA,NA
ENSMUST00000082170.5,ENSMUSG00000074505,Fat3,Fat3-201,0.2927577844171117,NA,NA,NA
ENSMUST00000115800.1,ENSMUSG00000023802,Nox3,Nox3-001,NaN,NA,NA,NA
ENSMUST00000062113.7,ENSMUSG00000043787,Defb12,Defb12-001,NaN,NA,NA,NA
ENSMUST00000064475.3,ENSMUSG00000052554,Defb34,Defb34-001,NaN,NA,NA,NA
ENSMUST00000126297.8,ENSMUSG00000006649,Nphs1,Nphs1-003,NaN,NA,NA,NA
ENSMUST00000036748.14,ENSMUSG00000034224,Slc38a8,Slc38a8-001,1.5885534589867574,NA,NA,NA
ENSMUST00000058955.4,ENSMUSG00000079842,Spag11a,Spag11a-001,NaN,NA,NA,NA
ENSMUST00000053239.3,ENSMUSG00000044933,Sstr3,Sstr3-201,NaN,NA,NA,NA
ENSMUST00000188011.1,ENSMUSG00000096666,Gm20852,Gm20852-001,NaN,NA,NA,NA
ENSMUST00000110767.1,ENSMUSG00000059463,Spag11b,Spag11b-002,NaN,NA,NA,NA
ENSMUST00000159455.1,ENSMUSG00000089840,Gm4491,Gm4491-001,0,NA,NA,NA
ENSMUST00000064174.11,ENSMUSG00000052353,Cemip,Cemip-001,0.13754618684136033,NA,NA,NA
ENSMUST00000163991.3,ENSMUSG00000071724,Smpd5,Smpd5-001,0.5231224181361798,NA,NA,NA
ENSMUST00000190433.1,ENSMUSG00000022596,Slurp1,Slurp1-001,NaN,NA,NA,NA
ENSMUST00000057101.12,ENSMUSG00000050089,Akap4,Akap4-001,NaN,NA,NA,NA
